text,label,original_label
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,1,0
"As a Member of Congress, Chris Murphy was raking in $1 million in salary.",1,0
"If todays economy was rebounding at the rate of the Reagan recovery, it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",0,1
"""When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent.""",0,1
"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",1,0
"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",1,0
"John Oxendine is under a state ethics investigation because he illegally funneled more than $120,000 to his campaign from shady insurance political action committees in Alabama.",0,1
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,1,0
"Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.",0,1
"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.",1,0
"Says Obama has never submitted a budget, and Congress has worked for two years without passing one.",0,1
"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",1,0
"For the first time since 1990, American manufacturers are creating new jobs.",1,0
"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts",1,0
"Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.",0,1
The Affordable Care Act is not the law of the land.,1,0
Thousands (in China) owe their jobs to Mitt Romneys companies.,0,1
Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.,1,0
"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.",0,1
"After merging with Tim Hortons of Canada, Burger King is not moving. Our headquarters will remain in Miami and (we) will continue to pay all of our federal, state and local U.S. taxes.",0,1
"Per-student K-12 state funding for Portland Public Schools has dipped from $6,036 in the 2007-2008 school year to $5,644 in the 2010-2011 school year",0,1
"Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe, legal abortion even in cases of rape, incest or when a womans life is at risk.",0,1
Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,1,0
"In Wisconsin, 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans.",0,1
"""Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980.""",0,1
"In 1928 school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.",0,1
"""Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.""",1,0
On same-sex marriage,1,0
"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",1,0
Says the vaccine to prevent HPV can cause mental retardation.,1,0
Mexico receives approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens.,0,1
Barack Obama opposed a bill that would have saved Gianna Jessen's life.,1,0
DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation.,0,1
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,1,0
"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had no increase.",0,1
"Sen. Obama ""made the very argument he is now criticizing back in November 2006.""",0,1
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,1,0
Hate speech is excluded from protection under the First Amendment.,1,0
The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,1,0
"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",0,1
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,1,0
"The Medicare drug program resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right.",0,1
"Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.",0,1
Rick Santorum reformed welfare.,0,1
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",1,0
"""Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.""",0,1
"Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline, all of which have said it would have a minimum impact on the environment.",0,1
"Every time we put a ballot issue on, it costs a million dollars.",0,1
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,1,0
"Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies, local tax increases, layoffs.",0,1
A new Republican litmus test would have resulted in (the GOP) kicking out Ronald Reagan.,0,1
"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.",1,0
"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohios working and middle class families will pay more.",0,1
The Treaty of Tripoli signed by President John Adams was his outreach to Muslims.,0,1
"More than 40,000 troops are still stationed in Afghanistan with no clear objective. Even in the best case, by the end of the year at least 10,000 American soldiers will still be on the ground.",0,1
George Allencast the deciding votefor the 2003Bushtax cuts.,1,0
"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.",1,0
"Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida.",1,0
This Congressadjourned earliest of any time in congressional history before an election.,1,0
Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,1,0
Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,1,0
Many of the great scholars say that anchor babies are not covered by the 14th Amendment.,0,1
"""Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.""",1,0
Says Bernie Sanders opposes requiring all children to have a K-12 education.,1,0
"As Alaskas attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.",1,0
"Says his political opponents brought 100,000 protesters into our state.",1,0
"Rural schools ""face the highest dropout rates, the lowest college enrollment rates, have the lowest average teacher salaries...""",0,1
Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.,0,1
"Texas #2 in nation for new gun purchases, behind California.",1,0
The president gave the (auto) companies to the UAW.,1,0
"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.",0,1
"""21-million Americans could have a four-year college scholarship for the money we've squandered in Iraq. 7.6-million teachers could have been hired last year if we weren't squandering this money.""",0,1
"Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.",0,1
"After a federal inquiry corroborated Hillary Clinton on Whitewater, the next day, there was nothing in the media about it.",0,1
"Under the health care law, everybody will have lower rates, better quality care and better access.",1,0
"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",0,1
"All members of Congress are required to be in Obamacare, but Obama and members of his administration have their own gold-plated health care plans that theyre in.",0,1
Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,1,0
Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,1,0
"""Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts.""",0,1
"""If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.""",0,1
Polls on legalizing same-sex marriage are not dramatically changing.,1,0
"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",1,0
"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",1,0
New Mexico is the second Hollywood because of tax incentives for the film industry.,0,1
"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.""",1,0
Says Oregons political tax credit is something every state should have and no other state does.,1,0
"The United States doesnt have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.",0,1
President Barack Obamas policies have resulted in gas prices being reduced from $3.07 per gallon when he was sworn in in 2009 to $2.30 today.,1,0
"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.",1,0
I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,1,0
"The Obama administration willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.",0,1
Wisconsins effective unemployment rate is 20 percent.,1,0
Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,1,0
"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.""",1,0
"Says that under President Obama, theres been a substantial increase in federal government jobs.",1,0
On transportation financing,0,1
I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,1,0
The Ukraine Orange Revolution in 2004 was the first color revolution.,1,0
The health bill's plan for comparative effectiveness research would be used by the government to ration care.,1,0
"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.",1,0
Qataris dont really work.,1,0
PolitiFact Texas gave a David Dewhurst TV ad a Pants-on-Fire rating as an outrageous lie.,0,1
"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",1,0
Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.,0,1
Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,1,0
Ron Klein sponsored an amendment that specifically allows price gouging.,1,0
380 Americans have been killed in 294 mass shootings in 2015 alone.,0,1
Atlanta Tea Party co-founder Debbie Dooley wants gas taxes raised.,0,1
China owns more of our bonds than do Americans.,1,0
"As a result of welfare reform, poverty levels went down to the lowest level ever for ... African-American children.",0,1
"""I'm pro-life. He's not.""",1,0
John Mica's brother is an oil lobbyist and his daughter represents the natural gas industry.,0,1
Attorney General Eric Holders own Justice Department precleared the voting changes in the 2011 law about early voting in Florida.,0,1
"The city of Nelson, Ga., is quieter than Mayberry.",0,1
"Says Chris Christie fired 6,000 teachers.",0,1
"Currently, it takes up to 25 years to obtain U.S. citizenship legally but the Senate bill would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.",0,1
"Homeopathy, acupuncture and aromatherapy have been given elevated legitimacy under the Affordable Care Act.",0,1
Says Will Hurd cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.,0,1
The founders of New Hampshire came up with the motto Live Free or Die.,1,0
Says we are overcharging students . . . to help pay for the health care law.,0,1
Says Ellen Rosenblum has said over and over again that this is a job where 80 percent of the job is being the governments lawyer.,0,1
"Says she couldn't take stimulus money because it required ""universal building codes.""",1,0
The Iran deal trusts the Iranians to inspect themselves.,1,0
More than three-quarters of the oil is gone.,0,1
"In most Muslim countries, We cant have a church. Were not able to build synagogues. Its forbidden.",1,0
Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,1,0
Says Marshawn Lynch is second all-time in terms of average yards per rush only to Terrell Davis.,0,1
"When housing and transportation costs are combined, Atlantas cost of living -- typically perceived as relatively low -- ranks as 7th worst out of 51 metros nationally.",0,1
"Over the last 10 years, Georgias public health has declined.",0,1
"At his fathers bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.",0,1
"Says President Barack Obama said when we got bin Laden, terrorism problem solved.",1,0
Every year there is a slightly smaller percentage of American households owning guns.,0,1
A World Health Organization report shows that more people are dying of TB.,0,1
"More than a quarter of mortgage borrowers are underwater, and 11 percent of all homes are vacant.",0,1
"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two.",0,1
On timing of right to work legislation,0,1
On whether Barack Obama was born in the United States.,1,0
"You are three times more likely to be able to get a mortgage if youre a white applicant than if youre black or Hispanic, even if you have the same credentials.",1,0
About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese.,0,1
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,1,0
There was no panhandling when I left office.,1,0
The number of killings of citizens by police is at a two-decade high.,0,1
"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.",1,0
"Georgia Secretary of State Brian Kemp is a ""career politician.""",1,0
"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""",0,1
President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,0,1
Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.,1,0
We have unemployment that rivals the Great Depression.,1,0
"""Sen. McCain would occupy Iraq indefinitely, against their wishes.""",1,0
"Says scientists predict sometime in the future, an event that will kill somewhere between 80 and 90 million people.",0,1
Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.,0,1
"Since the Fed was created in 1913, the U.S. Dollar has lost 98% of its purchasing power.",0,1
"Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the worst reading scores and lead in infant mortality.",0,1
"The health care law was a 2,733-page bill! . . . No amendments!",0,1
"The Obama administration estimates the number of children at the border is going to increase to 150,000 to 200,000 next year.",0,1
Says Texas economy is about 30 percent larger than Australias.,1,0
"Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.",1,0
"The Obama administrations cap-and-trade plan would create a $1,761 yearly energy tax.",1,0
Regime change (in Iraq) took eight years,0,1
"Says Hillary Clintons plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",1,0
Rhode Island is leading our nation in foreclosures.,1,0
President Obamas health-care law will add trillions of dollars in debt.,1,0
"Says when I voted against [an increase in the minimum wage], it was in the 80s.",1,0
We spend $18 billion a year on making sure that the federal government has immigrant enforcement agents. Thats more than DEA and the ATF and the FBI and all the other enforcement (agencies) combined.,0,1
"Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country.",0,1
There are still more people uninsured today than when Obama was elected president.,0,1
Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,1,0
You cant pass a budget in the Senate of the United States without 60 votes.,1,0
"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",1,0
"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.""",1,0
Illegal aliens are costing Georgia taxpayers over a billion dollars every year.,0,1
Says Gerald Daugherty is endorsed by the Austin American-Statesman.,1,0
"Under Cuccinellis tax cut plan, school divisions across Virginia could be forced to fire over 8,000 teachers.",1,0
There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,0,1
President Obama has said he is going to cut veterans benefits.,0,1
Says Scott Walker is forcing some women to undergo a transvaginal probe to get an abortion.,0,1
The insurance industry is actually run by mostly Democrats.,1,0
"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.",0,1
"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",0,1
"By 2014, there will be one administrator for every teacher on college campuses in the United States.",0,1
"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.",1,0
We now have more jobs in solar than we do in oil.,1,0
"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",0,1
Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.,1,0
"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.",0,1
Says Barack Obamas approval rating is right in the average for second-term presidents at this point.,0,1
On George Allens U.S. senate candidacy.,1,0
"Says there are ample means to tell when someone is a Christian in the Middle East ... by name, by where theyre born, their birth certificates.",0,1
Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,1,0
"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.",0,1
"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce.",0,1
"Under Rick Scott, there has been a historic $20 billion in funds for education.",0,1
Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.,1,0
President Obamashealth care law is a government takeover of healthcare.,1,0
Says private-sector job growth in 2011 places New Jersey in the top third among all of the states.,0,1
"In Rhode Island, Nearly 9 percent of covered employees go out on short term disability every year, with an average outage from work of almost 12 weeks each.",0,1
"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",1,0
Any Republican that has led for two months and led every state has won the GOP nomination.,0,1
Both McCain and Bush favor tax breaks for oil companies.,1,0
1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.,1,0
Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been.,1,0
"Marco Rubio wants to raise the Social Security retirement age, and cut benefits.",0,1
"Discretionary spending has increased over 20-some percent in two years if you dont include the stimulus. If you put in the stimulus, its over 80 percent.",0,1
Oregon Health Plan rations covered procedures under certain circumstances,0,1
On the Iran nuclear deal,0,1
On charging a toll for motorists to use Ga. 400 after it was slated to expire,1,0
The startup rate of Hispanic businesses is three times the national rate.,0,1
Says he cut 'tax rates five times',0,1
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,1,0
The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,0,1
"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",0,1
"Says that as Providences mayor, David Cicilline said the city had a world-class school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.",1,0
"In 2002, Iran was more or less an American ally.",0,1
"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",0,1
Greg Abbott defended more than $5 billion in public school funding cuts in fighting hundreds of school districts in court.,0,1
The word progressive...was created as a substitute forcommunist.,1,0
"When Standard Poors dropped our credit rating, what they said is, we dont have an ability to repay our debt. ... I was proved right in my position that the debt ceiling should not have been raised.",1,0
"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.",0,1
Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.,0,1
The Chinese are there in Syria.,1,0
Youve seen where were now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.,0,1
Says Russ Feingold wanted to get money out of politics. Now hes profiting from that same dark money.,0,1
Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,0,1
"Under Obamacare, Virginia taxpayers would have been forced to pay for abortions if the General Assembly had not recently intervened.",1,0
Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,1,0
"Were the seventh highest taxed state in America. And thats not just state, its local as well.",1,0
Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,1,0
Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it.,1,0
On eliminating the influence of money in policy campaigns,1,0
Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,1,0
"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.",1,0
"""Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.""",0,1
Santorum also voted for a teapot museum in North Carolina.,0,1
"In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.",0,1
"Polls indicate that white people think that black people are less intelligent. They think theyre less trustworthy, less patriotic.",0,1
"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.",0,1
"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.",0,1
"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.",1,0
"Says 7,000 millionaires gamed the system to pay no income taxes.",1,0
Says Barack Obama grew up in Kenya.,1,0
The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,0,1
Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,1,0
Says that you cant destroy the guns purchased in a (gun) buyback program as the city (of Memphis) wants to do.,1,0
Says Rick Scott cut Bright Futures scholarships in half.,0,1
Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,0,1
Says Patrick Murphy hasnt passed a single bill out of committee.,1,0
No fracking waste is being dumped in New York State,1,0
Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,0,1
Says Mitt Romney pays less tax than the guys who installed his car elevators.,0,1
Six out of 10 of the highest unemployment rates are also in so-called right to work states.,0,1
The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.,0,1
Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.,0,1
"So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas, because Kerry was seen as supporting Hamas to the exclusion of the Arab League.",1,0
Its been 4 and a half years since the United States Senate passed a budget.,1,0
"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages.""",1,0
"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.",0,1
"The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year.",0,1
"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.",0,1
Buck wants to privatize Social Security.,0,1
The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.,0,1
"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.",1,0
The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,0,1
"13,000 Floridians are able to vote -- but their governor wont tell them.",1,0
Says he and President Barack Obama have the same position on gay marriage.,0,1
Democrats do not have a plan for extending the Bush tax cuts.,1,0
President Barack Obama supports immigration amnesty.,0,1
Tax dodging costs developing countries $200 billion every year.,0,1
"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.",0,1
"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.",0,1
Says he often appeared on The OReilly Factorand often was praised byBillOReilly.,0,1
There are more guns than there are people in the United States.,0,1
"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.",0,1
"""Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.""",0,1
A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,1,0
One out of every three students currently today is ready for college before they go there.,1,0
"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",1,0
"""I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.""",0,1
Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.,1,0
"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed.",1,0
"13 percent of Americans, the lowest ever, are without health care.",0,1
Says Romney supported a law that could have made most common forms of birth control illegal.,1,0
The most significant driver of out-migration [from Rhode Island] is the estate tax.,1,0
Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.,1,0
Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,1,0
"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.",0,1
Im running the second-largest county district attorneys office at 1985 staffing levels.,0,1
The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,1,0
"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.",0,1
We have no idea what is contained in [electronic cigarette] vapor.,1,0
Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,1,0
Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.,0,1
"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.",0,1
Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,0,1
"The Geneva Convention did not apply, until 2005, to the war on terror.",0,1
Mitt Romney has 15 homes.,1,0
Says Romney would add trillions to the deficit while Obama would cut the deficit by $4 trillion.,0,1
The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,0,1
Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,0,1
"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion.",0,1
"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.",0,1
"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.",0,1
Says President Barack Obama did not come into office with the economy in a free fall.,0,1
"Says Rick Scotts proposed budget would lay off 20,000 teachers.",0,1
[State Rep. Doug McKillips] donors deserve a refund.,1,0
Over half of the foreign-born population in Rhode Island is white.,0,1
"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",0,1
"We borrow $4 billion every single day, much of it from China.",0,1
"Last election, the Koch brothers spent three times what the top 10 unions spent combined.",0,1
"John McCain says he never supported the privatization of Social Security, even though video shows he did.",0,1
Say Bernie Sanders won Nevada after all.,1,0
"Every dropout costs us $72,000 for the life of that person.",0,1
Says Donald Trump is going to go out and carpet bomb the Middle East.,1,0
"""We are bogged down in a war that John McCain now suggests might go on for another 100 years.""",1,0
"""Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast.""",0,1
On running for Senate if Jim Webb retires.,0,1
"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.",1,0
Ive either balanced every budget or we turned back a surplus.,1,0
Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.,1,0
In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.,1,0
Medicare will be bankrupt in nine years.,1,0
"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.",0,1
Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary.,0,1
"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.",1,0
"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.",0,1
We now have our kids go to school about a month less than most other advanced countries.,0,1
"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",0,1
Hillary Clintons international travels included no serious diplomacy.,1,0
This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,0,1
Says Peter Kilmartin has only three years experience in his own law practice.,1,0
"During my administration, funding for education has increased by over $930 million.",0,1
Says Daniel Webster thinks wives should submit to their husbands.,1,0
Sheldon Whitehouse and 18 other senators voted to censor the internet.,1,0
Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,1,0
"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.",1,0
The City of Milwaukee uses the building inspection area as a revenue base.,1,0
